11032026




Time	Temp 	Temp SP	    	    	    	CE1	CE2	CE3	CE4	CE5	Spare	Spare	Probe 1	Probe 2	Probe 3	Probe 4	Dev Alarm	N/C	Chamber On	WOP Temp	WOP Hum	I/C	1st LP	1st HP	2nd LP	2nd HP	1st Comp A	2nd Comp A	Inlet Water	Outlet Water	Smoke Det	Fan Mot Temp	


5520	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.3	14.1	16.4	Off	Off	On	-16.3	0.0	-43.3	0.8	8.3	2.0	9.0	14.1	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5580	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.4	14.0	16.4	Off	Off	On	-16.1	0.0	-43.4	0.8	8.4	2.0	9.0	14.0	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5640	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.2	14.1	16.4	Off	Off	On	-16.5	0.0	-43.2	0.8	8.4	2.0	9.0	14.1	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5700	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.3	14.0	16.3	Off	Off	On	-16.3	0.0	-43.3	0.8	8.3	2.0	8.7	14.0	16.3	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5760	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-42.9	14.1	16.4	Off	Off	On	-16.6	0.0	-42.9	0.8	8.3	2.0	8.9	14.1	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5820	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-42.4	14.1	16.4	Off	Off	On	-16.0	0.0	-42.4	0.8	8.2	2.0	9.0	14.1	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5880	-54.1	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-42.4	14.0	16.4	Off	Off	On	-15.7	0.0	-42.4	0.8	8.2	2.0	8.9	14.0	16.4	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
5940	-54.1	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.3	14.0	16.3	Off	Off	On	-15.1	0.0	-43.3	0.8	8.3	2.0	8.7	14.0	16.3	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
6000	-54.1	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.7	14.4	16.6	Off	Off	On	-15.3	0.0	-43.6	0.8	8.4	2.0	8.9	14.3	16.6	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
6060	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.8	14.5	16.8	Off	Off	On	-15.8	0.0	-43.8	0.8	8.4	2.0	9.0	14.5	16.8	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
6120	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.8	14.4	16.7	Off	Off	On	-15.9	0.0	-43.8	0.8	8.3	2.0	9.1	14.4	16.7	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
6180	-53.9	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.4	14.2	16.5	Off	Off	On	-16.8	0.0	-43.4	0.8	8.2	2.0	9.1	14.2	16.5	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
6240	-53.9	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.0	14.3	16.6	Off	Off	On	-16.9	0.0	-43.0	0.8	8.3	2.0	9.0	14.3	16.6	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
6300	-53.9	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-41.9	14.3	16.5	Off	Off	On	-17.4	0.0	-41.9	0.8	8.3	2.0	8.9	14.3	16.5	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
6360	-53.9	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-42.8	14.4	16.6	Off	Off	On	-17.0	0.0	-42.8	0.8	8.4	2.0	9.0	14.4	16.7	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
6420	-54.0	-54.0	-	-	-	Off	Off	Off	Off	Off			0.2	-43.2	14.2	16.5	Off	Off	On	-16.8	0.0	-43.2	0.8	8.4	2.0	9.0	14.2	16.5	-350.0	-350.0	-350.0	-350.0	-350.0	-350.0	
